Date,Open,High,Low,Close,Adj Close,Volume
2003-06-30,null,null,null,null,null,null
2003-07-01,null,null,null,null,null,null
2003-07-02,null,null,null,null,null,null
2003-07-03,null,null,null,null,null,null
2003-07-04,null,null,null,null,null,null
2003-07-07,null,null,null,null,null,null
2003-07-08,null,null,null,null,null,null
2003-07-09,null,null,null,null,null,null
2003-07-10,null,null,null,null,null,null
2003-07-11,null,null,null,null,null,null
2003-07-14,null,null,null,null,null,null
2003-07-15,null,null,null,null,null,null
2003-07-16,null,null,null,null,null,null
2003-07-17,null,null,null,null,null,null
2003-07-18,null,null,null,null,null,null
2003-07-21,null,null,null,null,null,null
2003-07-22,null,null,null,null,null,null
2003-07-23,null,null,null,null,null,null
2003-07-24,null,null,null,null,null,null
2003-07-25,null,null,null,null,null,null
2003-07-28,null,null,null,null,null,null
2003-07-29,null,null,null,null,null,null
2003-07-30,null,null,null,null,null,null
2003-07-31,null,null,null,null,null,null
2003-08-01,null,null,null,null,null,null
2003-08-04,null,null,null,null,null,null
2003-08-05,null,null,null,null,null,null
2003-08-06,null,null,null,null,null,null
2003-08-07,null,null,null,null,null,null
2003-08-08,null,null,null,null,null,null
2003-08-11,null,null,null,null,null,null
2003-08-12,null,null,null,null,null,null
2003-08-13,null,null,null,null,null,null
2003-08-14,null,null,null,null,null,null
2003-08-15,null,null,null,null,null,null
2003-08-18,null,null,null,null,null,null
2003-08-19,null,null,null,null,null,null
2003-08-20,null,null,null,null,null,null
2003-08-21,null,null,null,null,null,null
2003-08-22,null,null,null,null,null,null
2003-08-25,null,null,null,null,null,null
2003-08-26,null,null,null,null,null,null
2003-08-27,null,null,null,null,null,null
2003-08-28,null,null,null,null,null,null
2003-08-29,null,null,null,null,null,null
2003-09-01,null,null,null,null,null,null
2003-09-02,null,null,null,null,null,null
2003-09-03,null,null,null,null,null,null
2003-09-04,null,null,null,null,null,null
2003-09-05,null,null,null,null,null,null
2003-09-08,null,null,null,null,null,null
2003-09-09,null,null,null,null,null,null
2003-09-10,null,null,null,null,null,null
2003-09-11,null,null,null,null,null,null
2003-09-12,null,null,null,null,null,null
2003-09-15,null,null,null,null,null,null
2003-09-16,null,null,null,null,null,null
2003-09-17,null,null,null,null,null,null
2003-09-18,null,null,null,null,null,null
2003-09-19,null,null,null,null,null,null
2003-09-22,null,null,null,null,null,null
2003-09-23,null,null,null,null,null,null
2003-09-24,null,null,null,null,null,null
2003-09-25,null,null,null,null,null,null
2003-09-26,null,null,null,null,null,null
2003-09-29,null,null,null,null,null,null
2003-09-30,null,null,null,null,null,null
2003-10-01,null,null,null,null,null,null
2003-10-02,null,null,null,null,null,null
2003-10-03,null,null,null,null,null,null
2003-10-06,null,null,null,null,null,null
2003-10-07,null,null,null,null,null,null
2003-10-08,null,null,null,null,null,null
2003-10-09,null,null,null,null,null,null
2003-10-10,null,null,null,null,null,null
2003-10-13,null,null,null,null,null,null
2003-10-14,null,null,null,null,null,null
2003-10-15,null,null,null,null,null,null
2003-10-16,null,null,null,null,null,null
2003-10-17,null,null,null,null,null,null
2003-10-20,null,null,null,null,null,null
2003-10-21,null,null,null,null,null,null
2003-10-22,null,null,null,null,null,null
2003-10-23,null,null,null,null,null,null
2003-10-24,null,null,null,null,null,null
2003-10-27,null,null,null,null,null,null
2003-10-28,null,null,null,null,null,null
2003-10-29,null,null,null,null,null,null
2003-10-30,null,null,null,null,null,null
2003-10-31,null,null,null,null,null,null
2003-11-03,null,null,null,null,null,null
2003-11-04,null,null,null,null,null,null
2003-11-05,null,null,null,null,null,null
2003-11-06,null,null,null,null,null,null
2003-11-07,null,null,null,null,null,null
2003-11-10,null,null,null,null,null,null
2003-11-11,null,null,null,null,null,null
2003-11-12,null,null,null,null,null,null
2003-11-13,null,null,null,null,null,null
2003-11-14,null,null,null,null,null,null
2003-11-17,null,null,null,null,null,null
2003-11-18,null,null,null,null,null,null
2003-11-19,null,null,null,null,null,null
2003-11-20,null,null,null,null,null,null
2003-11-21,null,null,null,null,null,null
2003-11-24,null,null,null,null,null,null
2003-11-25,null,null,null,null,null,null
2003-11-26,null,null,null,null,null,null
2003-11-27,null,null,null,null,null,null
2003-11-28,null,null,null,null,null,null
2003-12-01,null,null,null,null,null,null
2003-12-02,null,null,null,null,null,null
2003-12-03,null,null,null,null,null,null
2003-12-04,null,null,null,null,null,null
2003-12-05,null,null,null,null,null,null
2003-12-08,null,null,null,null,null,null
2003-12-09,null,null,null,null,null,null
2003-12-10,null,null,null,null,null,null
2003-12-11,null,null,null,null,null,null
2003-12-12,null,null,null,null,null,null
2003-12-15,null,null,null,null,null,null
2003-12-16,null,null,null,null,null,null
2003-12-17,null,null,null,null,null,null
2003-12-18,null,null,null,null,null,null
2003-12-19,null,null,null,null,null,null
2003-12-22,null,null,null,null,null,null
2003-12-23,null,null,null,null,null,null
2003-12-24,null,null,null,null,null,null
2003-12-25,null,null,null,null,null,null
2003-12-26,null,null,null,null,null,null
2003-12-29,null,null,null,null,null,null
2003-12-30,null,null,null,null,null,null
2003-12-31,null,null,null,null,null,null
2004-01-01,null,null,null,null,null,null
2004-01-02,null,null,null,null,null,null
2004-01-05,null,null,null,null,null,null
2004-01-06,null,null,null,null,null,null
2004-01-07,null,null,null,null,null,null
2004-01-08,null,null,null,null,null,null
2004-01-09,null,null,null,null,null,null
2004-01-12,null,null,null,null,null,null
2004-01-13,null,null,null,null,null,null
2004-01-14,null,null,null,null,null,null
2004-01-15,null,null,null,null,null,null
2004-01-16,null,null,null,null,null,null
2004-01-19,null,null,null,null,null,null
2004-01-20,null,null,null,null,null,null
2004-01-21,null,null,null,null,null,null
2004-01-22,null,null,null,null,null,null
2004-01-23,null,null,null,null,null,null
2004-01-26,null,null,null,null,null,null
2004-01-27,null,null,null,null,null,null
2004-01-28,null,null,null,null,null,null
2004-01-29,null,null,null,null,null,null
2004-01-30,null,null,null,null,null,null
2004-02-02,null,null,null,null,null,null
2004-02-03,null,null,null,null,null,null
2004-02-04,null,null,null,null,null,null
2004-02-05,null,null,null,null,null,null
2004-02-06,null,null,null,null,null,null
2004-02-09,null,null,null,null,null,null
2004-02-10,null,null,null,null,null,null
2004-02-11,null,null,null,null,null,null
2004-02-12,null,null,null,null,null,null
2004-02-13,null,null,null,null,null,null
2004-02-16,null,null,null,null,null,null
2004-02-17,null,null,null,null,null,null
2004-02-18,null,null,null,null,null,null
2004-02-19,null,null,null,null,null,null
2004-02-20,null,null,null,null,null,null
2004-02-23,null,null,null,null,null,null
2004-02-24,null,null,null,null,null,null
2004-02-25,null,null,null,null,null,null
2004-02-26,null,null,null,null,null,null
2004-02-27,null,null,null,null,null,null
2004-03-01,null,null,null,null,null,null
2004-03-02,null,null,null,null,null,null
2004-03-03,null,null,null,null,null,null
2004-03-04,null,null,null,null,null,null
2004-03-05,null,null,null,null,null,null
2004-03-08,null,null,null,null,null,null
2004-03-09,null,null,null,null,null,null
2004-03-10,null,null,null,null,null,null
2004-03-11,null,null,null,null,null,null
2004-03-12,null,null,null,null,null,null
2004-03-15,null,null,null,null,null,null
2004-03-16,null,null,null,null,null,null
2004-03-17,null,null,null,null,null,null
2004-03-18,null,null,null,null,null,null
2004-03-19,null,null,null,null,null,null
2004-03-22,null,null,null,null,null,null
2004-03-23,null,null,null,null,null,null
2004-03-24,null,null,null,null,null,null
2004-03-25,null,null,null,null,null,null
2004-03-26,null,null,null,null,null,null
2004-03-29,null,null,null,null,null,null
2004-03-30,null,null,null,null,null,null
2004-03-31,null,null,null,null,null,null
2004-04-01,null,null,null,null,null,null
2004-04-02,null,null,null,null,null,null
2004-04-05,null,null,null,null,null,null
2004-04-06,null,null,null,null,null,null
2004-04-07,null,null,null,null,null,null
2004-04-08,null,null,null,null,null,null
2004-04-09,null,null,null,null,null,null
2004-04-12,null,null,null,null,null,null
2004-04-13,null,null,null,null,null,null
2004-04-14,null,null,null,null,null,null
2004-04-15,null,null,null,null,null,null
2004-04-16,null,null,null,null,null,null
2004-04-19,null,null,null,null,null,null
2004-04-20,null,null,null,null,null,null
2004-04-21,null,null,null,null,null,null
2004-04-22,null,null,null,null,null,null
2004-04-23,null,null,null,null,null,null
2004-04-26,null,null,null,null,null,null
2004-04-27,null,null,null,null,null,null
2004-04-28,null,null,null,null,null,null
2004-04-29,null,null,null,null,null,null
2004-04-30,null,null,null,null,null,null
2004-05-03,null,null,null,null,null,null
2004-05-04,null,null,null,null,null,null
2004-05-05,null,null,null,null,null,null
2004-05-06,null,null,null,null,null,null
2004-05-07,null,null,null,null,null,null
2004-05-10,null,null,null,null,null,null
2004-05-11,null,null,null,null,null,null
2004-05-12,null,null,null,null,null,null
2004-05-13,null,null,null,null,null,null
2004-05-14,null,null,null,null,null,null
2004-05-17,null,null,null,null,null,null
2004-05-18,null,null,null,null,null,null
2004-05-19,null,null,null,null,null,null
2004-05-20,null,null,null,null,null,null
2004-05-21,null,null,null,null,null,null
2004-05-24,null,null,null,null,null,null
2004-05-25,null,null,null,null,null,null
2004-05-26,null,null,null,null,null,null
2004-05-27,null,null,null,null,null,null
2004-05-28,null,null,null,null,null,null
2004-05-31,null,null,null,null,null,null
2004-06-01,null,null,null,null,null,null
2004-06-02,null,null,null,null,null,null
2004-06-03,null,null,null,null,null,null
2004-06-04,null,null,null,null,null,null
2004-06-07,null,null,null,null,null,null
2004-06-08,null,null,null,null,null,null
2004-06-09,null,null,null,null,null,null
2004-06-10,null,null,null,null,null,null
2004-06-11,null,null,null,null,null,null
2004-06-14,null,null,null,null,null,null
2004-06-15,null,null,null,null,null,null
2004-06-16,null,null,null,null,null,null
2004-06-17,null,null,null,null,null,null
2004-06-18,null,null,null,null,null,null
2004-06-21,1837.694336,1838.452515,1829.517578,1835.195313,1835.195313,0
2004-06-22,1835.801270,1837.088745,1828.306396,1834.286255,1834.286255,0
2004-06-23,1840.043335,1847.852417,1828.911987,1832.165283,1832.165283,0
2004-06-24,1826.408325,1845.270020,1825.126953,1843.146606,1843.146606,0
2004-06-25,1840.193237,1844.967041,1834.968018,1844.206665,1844.206665,0
2004-06-28,1840.874756,1851.026978,1836.633423,1845.418335,1845.418335,0
2004-06-29,1845.039673,1845.724487,1828.911987,1829.592651,1829.592651,0
2004-06-30,1830.046875,1847.082153,1827.095215,1846.701538,1846.701538,0
2004-07-01,1841.629639,1843.902222,1838.146606,1840.948242,1840.948242,0
2004-07-02,1843.522095,1866.464600,1839.054932,1864.642456,1864.642456,0
2004-07-05,1865.399414,1865.858887,1857.673950,1860.630371,1860.630371,0
2004-07-06,1863.961060,1866.918823,1857.673950,1859.646240,1859.646240,0
2004-07-07,1866.232178,1875.398560,1865.848267,1873.196533,1873.196533,0
2004-07-08,1870.849854,1878.751465,1860.843628,1871.449219,1871.449219,0
2004-07-09,1875.982178,1881.175537,1861.315186,1873.349609,1873.349609,0
2004-07-12,1870.858765,1882.235962,1862.818237,1879.040161,1879.040161,0
2004-07-13,1871.240479,1875.115479,1862.522827,1867.000000,1867.000000,0
2004-07-14,1867.530029,1880.114990,1866.761963,1875.253906,1875.253906,0
2004-07-15,1871.997803,1874.963989,1867.216187,1871.316284,1871.316284,0
2004-07-16,1873.133667,1886.781006,1869.032959,1885.931152,1885.931152,0
2004-07-19,1885.914185,1887.235474,1877.799561,1883.962402,1883.962402,0
2004-07-20,1883.507935,1885.568970,1865.999634,1866.837769,1866.837769,0
2004-07-21,1864.112549,1869.341553,1850.407959,1856.088257,1856.088257,0
2004-07-22,1856.466797,1858.590454,1853.132813,1855.634155,1855.634155,0
2004-07-23,1852.908936,1853.290649,1829.972900,1830.577759,1830.577759,0
2004-07-26,1837.541504,1842.387939,1836.632324,1838.147095,1838.147095,0
2004-07-27,1837.465820,1845.567871,1822.708130,1825.279175,1825.279175,0
2004-07-28,1827.322876,1828.456909,1816.502686,1825.052002,1825.052002,0
2004-07-29,1824.370850,1828.002563,1819.378418,1823.386719,1823.386719,0
2004-07-30,1823.462524,1832.091064,1816.053955,1819.752563,1819.752563,0
2004-08-02,1826.338257,1830.725952,1820.104004,1820.556030,1820.556030,0
2004-08-03,1820.026123,1827.847534,1818.287720,1826.562744,1826.562744,0
2004-08-04,1821.867798,1826.786987,1813.775269,1824.294434,1824.294434,0
2004-08-05,1824.445801,1828.150513,1819.836426,1825.505737,1825.505737,0
2004-08-06,1827.473755,1861.783447,1823.316284,1859.040649,1859.040649,0
2004-08-09,1860.024780,1861.328979,1854.332764,1858.670166,1858.670166,0
2004-08-10,1858.367310,1865.722534,1850.852905,1852.606201,1852.606201,0
2004-08-11,1851.924927,1855.117554,1847.685547,1850.491821,1850.491821,0
2004-08-12,1853.066528,1858.753540,1849.491211,1854.952881,1854.952881,0
2004-08-13,1851.849121,1874.661011,1843.590454,1873.196655,1873.196655,0
2004-08-16,1872.893799,1874.358032,1865.831543,1872.452148,1872.452148,0
2004-08-17,1871.543457,1874.055054,1865.075073,1870.471436,1870.471436,0
2004-08-18,1869.411621,1871.630981,1860.857422,1868.287354,1868.287354,0
2004-08-19,1868.893066,1874.661011,1867.670410,1872.603638,1872.603638,0
2004-08-20,1874.118042,1875.266968,1861.008789,1865.788330,1865.788330,0
2004-08-23,1861.926392,1864.359009,1837.390381,1838.830200,1838.830200,0
2004-08-24,1839.432251,1840.872559,1826.796143,1828.686401,1828.686401,0
2004-08-25,1826.718872,1833.150024,1825.888428,1829.818970,1829.818970,0
2004-08-26,1828.228760,1834.058960,1825.126953,1832.772217,1832.772217,0
2004-08-27,1834.892578,1837.694946,1818.162598,1818.990356,1818.990356,0
2004-08-30,1816.718506,1827.696045,1815.891602,1824.745361,1824.745361,0
2004-08-31,1829.591797,1845.721191,1827.700806,1844.886597,1844.886597,0
2004-09-01,1845.037964,1846.629883,1840.721191,1845.643677,1845.643677,0
2004-09-02,1845.492310,1846.629883,1839.510010,1843.523682,1843.523682,0
2004-09-03,1843.145142,1844.206665,1824.672852,1826.412720,1826.412720,0
2004-09-06,1825.352661,1829.364624,1824.672852,1826.942749,1826.942749,0
2004-09-07,1827.699829,1834.362427,1826.792358,1833.756836,1833.756836,0
2004-09-08,1831.182617,1846.633545,1822.100952,1845.191162,1845.191162,0
2004-09-09,1845.645508,1850.572510,1841.024048,1849.734619,1849.734619,0
2004-09-10,1855.792603,1863.146973,1848.896851,1856.315552,1856.315552,0
2004-09-13,1857.753906,1859.208008,1850.550293,1857.307129,1857.307129,0
2004-09-14,1857.307129,1860.874512,1851.621948,1855.255859,1855.255859,0
2004-09-15,1852.909058,1856.329468,1838.601563,1840.269043,1840.269043,0
2004-09-16,1840.496216,1847.239502,1834.663818,1843.821411,1843.821411,0
2004-09-17,1844.729492,1849.805176,1840.261841,1845.112061,1845.112061,0
2004-09-20,1842.689575,1844.967041,1835.420288,1844.130981,1844.130981,0
2004-09-21,1844.130981,1873.060181,1843.143555,1867.746216,1867.746216,0
2004-09-22,1865.323853,1867.540527,1850.852905,1857.299683,1857.299683,0
2004-09-23,1857.980957,1867.540527,1855.694458,1857.829590,1857.829590,0
2004-09-24,1859.873413,1868.146484,1854.181519,1858.662231,1858.662231,0
2004-09-27,1859.570679,1864.813477,1854.181519,1861.236084,1861.236084,0
2004-09-28,1860.479004,1869.358521,1859.023071,1866.383667,1866.383667,0
2004-09-29,1865.475220,1868.135742,1863.128418,1867.600342,1867.600342,0
